date,city,precipitation,avg_temp,temp_max,temp_min,humidity,wind_speed,weather_condition,season
2024-08-19,Delhi,38.89,32.4,35.0,29.4,89.5,13.3,Rainy,Monsoon
2024-08-20,Delhi,8.08,34.1,37.6,31.3,81.0,14.1,Clear,Monsoon
2024-08-21,Delhi,43.73,32.0,36.0,29.4,94.9,15.0,Rainy,Monsoon
2024-08-22,Delhi,85.81,32.8,35.0,30.0,81.0,17.4,Heavy Rain,Monsoon
2024-08-23,Delhi,96.03,35.0,39.5,32.3,80.1,11.1,Heavy Rain,Monsoon
2024-08-24,Delhi,86.87,33.0,35.3,28.9,92.6,10.1,Heavy Rain,Monsoon
2024-08-25,Delhi,93.75,28.8,30.8,24.2,83.1,18.0,Heavy Rain,Monsoon
2024-08-26,Delhi,49.51,32.7,37.6,28.1,71.9,14.8,Rainy,Monsoon
2024-08-27,Delhi,27.93,32.0,34.9,27.4,81.6,11.5,Rainy,Monsoon
2024-08-28,Delhi,8.57,30.3,33.8,25.8,93.1,7.8,High Humidity,Monsoon
2024-08-29,Delhi,89.93,34.0,38.1,31.9,86.9,15.4,Heavy Rain,Monsoon
2024-08-30,Delhi,84.43,31.0,33.1,28.0,94.4,13.0,Heavy Rain,Monsoon
2024-08-31,Delhi,58.66,33.9,36.6,31.6,93.6,15.1,Heavy Rain,Monsoon
2024-09-01,Delhi,4.36,31.1,35.6,27.6,83.8,7.7,Clear,Monsoon
2024-09-02,Delhi,27.62,31.7,34.3,27.3,85.8,13.2,Rainy,Monsoon
2024-09-03,Delhi,88.21,31.4,34.8,28.7,71.9,16.8,Heavy Rain,Monsoon
2024-09-04,Delhi,22.17,33.5,36.5,30.4,85.3,15.0,Rainy,Monsoon
2024-09-05,Delhi,77.86,33.4,35.7,29.5,81.9,10.5,Heavy Rain,Monsoon
2024-09-06,Delhi,53.9,29.4,33.6,26.4,83.7,13.9,Heavy Rain,Monsoon
2024-09-07,Delhi,84.7,32.3,35.4,27.8,85.3,13.2,Heavy Rain,Monsoon
2024-09-08,Delhi,90.75,32.7,35.6,30.0,77.6,16.4,Heavy Rain,Monsoon
2024-09-09,Delhi,31.11,34.6,39.0,30.5,80.7,15.6,Rainy,Monsoon
2024-09-10,Delhi,91.39,31.1,33.8,28.4,85.0,13.1,Heavy Rain,Monsoon
2024-09-11,Delhi,93.39,28.5,31.5,26.1,76.1,16.1,Heavy Rain,Monsoon
2024-09-12,Delhi,75.24,34.7,37.8,31.5,79.3,10.1,Heavy Rain,Monsoon
2024-09-13,Delhi,19.12,31.0,35.4,28.1,76.8,15.5,Rainy,Monsoon
2024-09-14,Delhi,8.24,32.1,36.8,30.0,92.0,17.9,High Humidity,Monsoon
2024-09-15,Delhi,12.21,33.2,36.7,30.5,87.7,17.3,Rainy,Monsoon
2024-09-16,Delhi,33.55,32.2,34.7,28.9,77.1,5.3,Rainy,Monsoon
2024-09-17,Delhi,95.68,34.2,38.5,31.4,87.1,10.4,Heavy Rain,Monsoon
2024-09-18,Delhi,12.95,30.9,35.0,26.0,71.3,14.9,Rainy,Monsoon
2024-09-19,Delhi,83.7,33.2,37.4,28.8,85.8,9.5,Heavy Rain,Monsoon
2024-09-20,Delhi,22.23,29.6,32.7,27.1,74.5,13.6,Rainy,Monsoon
2024-09-21,Delhi,97.58,31.2,34.4,28.6,87.4,12.6,Heavy Rain,Monsoon
2024-09-22,Delhi,30.66,31.5,34.2,27.3,88.7,17.7,Rainy,Monsoon
2024-09-23,Delhi,88.07,29.1,32.7,25.5,79.5,18.2,Heavy Rain,Monsoon
2024-09-24,Delhi,42.24,33.7,38.6,30.4,83.2,16.6,Rainy,Monsoon
2024-09-25,Delhi,81.37,32.9,37.5,29.0,84.9,8.6,Heavy Rain,Monsoon
2024-09-26,Delhi,48.05,33.1,36.3,28.9,94.1,18.2,Rainy,Monsoon
2024-09-27,Delhi,61.23,31.0,34.0,27.2,90.0,5.8,Heavy Rain,Monsoon
2024-09-28,Delhi,74.95,30.0,34.0,27.9,87.7,20.0,Heavy Rain,Monsoon
2024-09-29,Delhi,38.02,34.6,37.1,29.9,84.5,11.9,Rainy,Monsoon
2024-09-30,Delhi,97.36,33.2,35.9,31.2,77.8,16.1,Heavy Rain,Monsoon
2024-10-01,Delhi,0.0,28.0,30.7,23.3,61.4,16.0,Clear,Post-Monsoon
2024-10-02,Delhi,0.0,20.7,23.1,17.3,69.7,19.6,Clear,Post-Monsoon
2024-10-03,Delhi,0.0,28.7,31.7,24.9,64.2,6.8,Clear,Post-Monsoon
2024-10-04,Delhi,0.0,27.8,31.0,24.0,60.9,8.2,Clear,Post-Monsoon
2024-10-05,Delhi,0.0,20.5,25.5,17.7,67.9,12.7,Clear,Post-Monsoon
2024-10-06,Delhi,0.0,24.0,26.5,19.1,66.0,16.3,Clear,Post-Monsoon
2024-10-07,Delhi,0.0,24.6,27.3,21.7,64.0,12.3,Clear,Post-Monsoon
2024-10-08,Delhi,0.0,25.8,27.9,21.4,64.3,9.9,Clear,Post-Monsoon
2024-10-09,Delhi,0.0,20.0,22.1,16.6,70.3,11.7,Clear,Post-Monsoon
2024-10-10,Delhi,0.0,25.0,29.4,20.3,73.8,5.8,Clear,Post-Monsoon
2024-10-11,Delhi,0.0,27.6,29.7,25.3,60.8,14.0,Clear,Post-Monsoon
2024-10-12,Delhi,0.0,29.6,33.4,26.3,74.3,13.6,Clear,Post-Monsoon
2024-10-13,Delhi,0.0,26.2,30.3,22.3,62.7,14.3,Clear,Post-Monsoon
2024-10-14,Delhi,0.0,20.7,25.0,16.7,66.6,13.3,Clear,Post-Monsoon
2024-10-15,Delhi,0.0,28.9,33.7,25.6,60.5,5.2,Clear,Post-Monsoon
2024-10-16,Delhi,0.0,25.4,28.2,21.4,68.7,9.2,Clear,Post-Monsoon
2024-10-17,Delhi,0.0,23.1,25.3,20.7,67.0,7.4,Clear,Post-Monsoon
2024-10-18,Delhi,0.0,28.9,32.0,24.9,65.9,14.7,Clear,Post-Monsoon
2024-10-19,Delhi,0.0,21.6,24.4,19.6,66.8,6.0,Clear,Post-Monsoon
2024-10-20,Delhi,0.0,28.2,32.7,24.4,72.5,6.1,Clear,Post-Monsoon
2024-10-21,Delhi,0.0,23.3,25.7,20.8,62.6,14.1,Clear,Post-Monsoon
2024-10-22,Delhi,0.0,21.7,24.8,17.5,61.7,10.9,Clear,Post-Monsoon
2024-10-23,Delhi,0.0,25.4,30.0,20.8,64.6,6.6,Clear,Post-Monsoon
2024-10-24,Delhi,0.0,24.0,27.4,19.2,70.3,14.8,Clear,Post-Monsoon
2024-10-25,Delhi,0.0,28.8,33.5,25.6,63.7,5.8,Clear,Post-Monsoon
2024-10-26,Delhi,0.0,25.7,28.7,22.2,71.3,12.6,Clear,Post-Monsoon
2024-10-27,Delhi,0.0,23.1,25.5,19.2,70.0,16.8,Clear,Post-Monsoon
2024-10-28,Delhi,0.0,29.6,33.1,26.3,70.2,9.4,Clear,Post-Monsoon
2024-10-29,Delhi,0.0,21.3,25.6,19.2,71.0,9.4,Clear,Post-Monsoon
2024-10-30,Delhi,0.0,29.5,32.9,25.8,68.9,11.3,Clear,Post-Monsoon
2024-10-31,Delhi,0.0,29.4,31.8,26.8,65.0,16.3,Clear,Post-Monsoon
2024-11-01,Delhi,0.0,24.4,28.1,20.8,60.4,8.8,Clear,Post-Monsoon
2024-11-02,Delhi,0.0,28.8,31.6,26.8,74.6,5.0,Clear,Post-Monsoon
2024-11-03,Delhi,0.0,25.8,29.8,22.4,60.7,9.1,Clear,Post-Monsoon
2024-11-04,Delhi,0.0,29.8,32.4,26.7,63.4,11.7,Clear,Post-Monsoon
2024-11-05,Delhi,0.0,29.9,32.8,27.5,66.3,14.0,Clear,Post-Monsoon
2024-11-06,Delhi,0.0,23.0,25.8,20.2,69.6,14.1,Clear,Post-Monsoon
2024-11-07,Delhi,0.0,25.4,29.3,21.8,64.3,15.3,Clear,Post-Monsoon
2024-11-08,Delhi,0.0,22.2,25.9,20.1,69.7,6.5,Clear,Post-Monsoon
2024-11-09,Delhi,0.0,25.4,27.7,23.4,63.0,18.6,Clear,Post-Monsoon
2024-11-10,Delhi,0.0,22.9,26.6,19.2,71.1,8.8,Clear,Post-Monsoon
2024-11-11,Delhi,0.0,24.1,27.4,20.6,63.0,9.0,Clear,Post-Monsoon
2024-11-12,Delhi,0.0,20.7,22.9,16.5,67.5,10.3,Clear,Post-Monsoon
2024-11-13,Delhi,0.0,25.2,28.3,22.8,60.1,6.3,Clear,Post-Monsoon
2024-11-14,Delhi,0.0,25.5,29.7,22.3,62.4,19.5,Clear,Post-Monsoon
2024-11-15,Delhi,0.0,24.0,26.6,19.0,69.2,10.7,Clear,Post-Monsoon
2024-11-16,Delhi,0.0,20.2,23.1,16.6,71.3,7.5,Clear,Post-Monsoon
2024-11-17,Delhi,0.0,25.6,29.0,21.5,61.8,8.8,Clear,Post-Monsoon
2024-11-18,Delhi,0.0,26.6,31.4,22.6,66.5,6.5,Clear,Post-Monsoon
2024-11-19,Delhi,0.0,21.9,23.9,16.9,72.7,5.9,Clear,Post-Monsoon
2024-11-20,Delhi,0.0,29.3,32.3,24.3,65.2,8.3,Clear,Post-Monsoon
2024-11-21,Delhi,0.0,26.8,29.8,24.5,70.3,14.4,Clear,Post-Monsoon
2024-11-22,Delhi,0.0,29.0,31.8,25.1,73.4,9.7,Clear,Post-Monsoon
2024-11-23,Delhi,0.0,28.9,33.0,25.0,65.9,7.7,Clear,Post-Monsoon
2024-11-24,Delhi,0.0,29.3,33.5,25.2,66.1,12.8,Clear,Post-Monsoon
2024-11-25,Delhi,0.0,23.3,26.8,19.1,69.4,5.7,Clear,Post-Monsoon
2024-11-26,Delhi,2.0,25.8,30.2,21.0,65.7,15.6,Clear,Post-Monsoon
2024-11-27,Delhi,0.0,28.3,32.5,24.1,64.5,17.6,Clear,Post-Monsoon
2024-11-28,Delhi,0.0,22.0,24.4,18.3,72.1,10.9,Clear,Post-Monsoon
2024-11-29,Delhi,0.0,23.1,27.4,19.2,64.0,5.2,Clear,Post-Monsoon
2024-11-30,Delhi,0.0,28.9,33.5,24.4,67.9,14.3,Clear,Post-Monsoon
2024-12-01,Delhi,0.0,11.9,15.3,7.3,58.3,6.1,Clear,Winter
2024-12-02,Delhi,0.0,19.7,24.2,14.9,65.0,7.1,Clear,Winter
2024-12-03,Delhi,0.0,15.7,17.7,12.3,66.1,14.1,Clear,Winter
2024-12-04,Delhi,0.0,10.6,14.3,6.2,66.3,19.2,Clear,Winter
2024-12-05,Delhi,0.0,19.9,24.3,17.9,69.8,12.7,Clear,Winter
2024-12-06,Delhi,0.0,17.4,20.2,13.8,66.4,5.5,Clear,Winter
2024-12-07,Delhi,0.0,19.8,22.9,16.1,66.4,13.3,Clear,Winter
2024-12-08,Delhi,0.0,10.5,12.9,8.4,57.0,14.8,Clear,Winter
2024-12-09,Delhi,0.0,14.6,16.8,10.6,61.2,6.8,Clear,Winter
2024-12-10,Delhi,0.0,13.0,16.2,8.4,54.1,7.7,Clear,Winter
2024-12-11,Delhi,0.0,13.9,18.8,9.1,52.6,18.1,Clear,Winter
2024-12-12,Delhi,0.0,11.0,14.4,7.1,56.4,18.0,Clear,Winter
2024-12-13,Delhi,0.0,12.5,17.2,7.8,65.3,19.1,Clear,Winter
2024-12-14,Delhi,0.0,15.4,20.3,12.0,69.6,15.1,Clear,Winter
2024-12-15,Delhi,0.0,12.6,15.7,9.4,63.5,11.9,Clear,Winter
2024-12-16,Delhi,0.0,14.8,17.6,12.8,51.5,7.7,Clear,Winter
2024-12-17,Delhi,0.0,12.1,16.7,7.9,68.0,15.6,Clear,Winter
2024-12-18,Delhi,0.0,15.0,19.0,11.4,69.1,11.8,Clear,Winter
2024-12-19,Delhi,0.0,15.6,19.2,11.1,60.8,17.8,Clear,Winter
2024-12-20,Delhi,0.0,12.7,15.4,7.8,55.2,7.7,Clear,Winter
2024-12-21,Delhi,0.0,10.6,15.5,7.2,64.2,16.0,Clear,Winter
2024-12-22,Delhi,0.0,15.0,19.0,10.9,51.9,15.4,Clear,Winter
2024-12-23,Delhi,0.0,17.1,19.3,13.8,67.5,6.9,Clear,Winter
2024-12-24,Delhi,0.0,14.5,19.0,11.6,58.5,12.5,Clear,Winter
2024-12-25,Delhi,0.0,19.2,21.8,14.9,54.8,11.2,Clear,Winter
2024-12-26,Delhi,0.0,11.0,13.7,8.7,63.5,11.5,Clear,Winter
2024-12-27,Delhi,0.0,13.2,16.9,10.7,64.0,17.3,Clear,Winter
2024-12-28,Delhi,0.0,12.2,16.1,8.1,50.3,19.3,Clear,Winter
2024-12-29,Delhi,0.0,18.1,20.1,14.6,53.2,17.2,Clear,Winter
2024-12-30,Delhi,0.0,13.9,16.2,8.9,66.4,14.0,Clear,Winter
2024-12-31,Delhi,0.0,15.5,19.9,13.5,51.4,20.0,Clear,Winter
2023-01-01,Mumbai,0.0,26.3,29.6,23.9,66.9,19.3,Clear,Winter
2023-01-02,Mumbai,0.0,23.0,27.0,20.1,74.2,12.6,Clear,Winter
2023-01-03,Mumbai,0.5,26.1,28.6,22.4,65.0,17.1,Clear,Winter
2023-01-04,Mumbai,0.0,20.8,23.1,16.6,62.2,5.1,Clear,Winter
2023-01-05,Mumbai,0.5,27.8,31.1,25.0,67.4,17.7,Clear,Winter
2023-01-06,Mumbai,0.0,25.8,30.5,22.1,69.6,18.2,Clear,Winter
2023-01-07,Mumbai,0.0,21.7,25.6,18.7,71.3,8.2,Clear,Winter
2023-01-08,Mumbai,0.0,25.8,28.5,21.4,70.3,19.0,Clear,Winter
2023-01-09,Mumbai,0.0,25.9,28.4,22.7,72.4,10.7,Clear,Winter
2023-01-10,Mumbai,0.0,20.1,24.1,15.2,61.9,19.3,Clear,Winter
2023-01-11,Mumbai,0.0,21.8,23.8,19.7,67.4,13.2,Clear,Winter
2023-01-12,Mumbai,0.0,20.2,22.3,17.1,68.6,11.4,Clear,Winter
2023-01-13,Mumbai,0.0,25.9,28.8,20.9,61.6,5.1,Clear,Winter
2023-01-14,Mumbai,0.0,24.0,26.7,20.5,70.8,18.5,Clear,Winter
2023-01-15,Mumbai,0.0,20.5,24.9,16.1,74.0,10.1,Clear,Winter
2023-01-16,Mumbai,0.0,25.6,28.2,23.4,70.5,17.4,Clear,Winter
2023-01-17,Mumbai,0.0,20.1,24.5,18.0,61.2,11.0,Clear,Winter
2023-01-18,Mumbai,0.0,26.4,30.8,23.2,72.8,18.7,Clear,Winter
2023-01-19,Mumbai,0.0,27.1,30.3,22.3,63.0,12.5,Clear,Winter
2023-01-20,Mumbai,0.0,21.1,23.2,19.0,66.9,11.2,Clear,Winter
2023-01-21,Mumbai,0.0,25.9,28.0,21.2,72.6,10.0,Clear,Winter
2023-01-22,Mumbai,0.0,25.7,28.0,22.7,61.4,7.0,Clear,Winter
2023-01-23,Mumbai,0.0,23.0,27.8,18.8,61.5,11.5,Clear,Winter
2023-01-24,Mumbai,0.0,25.2,28.4,21.8,62.6,7.0,Clear,Winter
2023-01-25,Mumbai,0.0,24.3,26.6,19.9,63.1,14.9,Clear,Winter
2023-01-26,Mumbai,0.0,24.4,27.9,20.6,68.2,5.6,Clear,Winter
2023-01-27,Mumbai,0.0,22.1,24.4,18.4,68.4,17.0,Clear,Winter
2023-01-28,Mumbai,0.0,22.1,26.2,19.6,66.0,16.6,Clear,Winter
2023-01-29,Mumbai,0.0,24.9,28.8,21.6,64.0,19.1,Clear,Winter
2023-01-30,Mumbai,0.0,26.4,29.8,24.0,68.1,15.7,Clear,Winter
2023-01-31,Mumbai,0.0,27.6,29.6,22.8,72.6,19.3,Clear,Winter
2023-02-01,Mumbai,0.0,25.5,27.9,20.5,61.5,8.4,Clear,Winter
2023-02-02,Mumbai,0.0,24.2,28.6,20.4,64.2,16.2,Clear,Winter
2023-02-03,Mumbai,0.0,24.1,27.3,20.2,66.2,13.9,Clear,Winter
2023-02-04,Mumbai,0.0,24.3,27.9,21.3,71.1,13.1,Clear,Winter
2023-02-05,Mumbai,0.0,24.6,26.8,22.2,61.0,12.8,Clear,Winter
2023-02-06,Mumbai,0.0,20.1,24.6,17.5,72.7,9.8,Clear,Winter
2023-02-07,Mumbai,0.0,20.2,25.2,16.1,64.8,6.3,Clear,Winter
2023-02-08,Mumbai,0.0,27.7,30.2,23.4,61.5,14.6,Clear,Winter
2023-02-09,Mumbai,0.0,23.0,25.7,20.3,66.6,8.6,Clear,Winter
2023-02-10,Mumbai,0.0,22.3,24.3,18.2,68.1,7.5,Clear,Winter
2023-02-11,Mumbai,0.0,24.0,26.9,21.3,64.1,19.5,Clear,Winter
2023-02-12,Mumbai,0.0,23.9,27.5,21.0,61.7,19.6,Clear,Winter
2023-02-13,Mumbai,0.0,23.2,27.5,18.9,65.6,18.5,Clear,Winter
2023-02-14,Mumbai,0.0,25.3,28.4,21.7,67.1,16.8,Clear,Winter
2023-02-15,Mumbai,0.0,27.9,31.9,24.8,73.2,7.8,Clear,Winter
2023-02-16,Mumbai,0.0,23.1,26.7,20.3,65.4,19.2,Clear,Winter
2023-02-17,Mumbai,0.0,25.3,28.1,21.9,63.6,6.4,Clear,Winter
2023-02-18,Mumbai,0.0,20.1,22.4,18.0,64.0,13.5,Clear,Winter
2023-02-19,Mumbai,0.0,27.6,30.1,24.8,70.4,18.9,Clear,Winter
2023-02-20,Mumbai,0.0,20.7,24.7,17.7,63.7,6.8,Clear,Winter
2023-02-21,Mumbai,0.5,24.3,26.6,21.2,65.1,16.9,Clear,Winter
2023-02-22,Mumbai,0.0,27.5,32.3,25.4,63.0,17.2,Clear,Winter
2023-02-23,Mumbai,0.0,21.0,23.4,16.6,65.5,6.0,Clear,Winter
2023-02-24,Mumbai,0.0,26.3,29.7,21.6,72.0,17.9,Clear,Winter
2023-02-25,Mumbai,0.0,25.7,29.7,22.5,71.9,7.3,Clear,Winter
2023-02-26,Mumbai,0.5,26.3,29.8,23.9,61.0,15.7,Clear,Winter
2023-02-27,Mumbai,0.0,25.7,30.4,21.2,62.1,17.5,Clear,Winter
2023-02-28,Mumbai,0.0,26.2,30.9,22.6,65.1,8.4,Clear,Winter
2023-03-01,Mumbai,0.0,29.4,33.4,24.8,66.6,19.2,Clear,Summer
2023-03-02,Mumbai,0.0,33.1,36.7,30.8,75.9,19.1,Clear,Summer
2023-03-03,Mumbai,0.0,33.1,35.5,28.5,72.7,5.7,Clear,Summer
2023-03-04,Mumbai,0.0,28.6,30.8,26.5,79.8,8.4,Clear,Summer
2023-03-05,Mumbai,1.0,30.7,33.9,27.0,68.4,10.6,Clear,Summer
2023-03-06,Mumbai,0.0,33.6,37.9,30.3,76.6,7.9,Clear,Summer
2023-03-07,Mumbai,0.0,28.8,33.3,24.9,67.4,11.6,Clear,Summer
2023-03-08,Mumbai,0.0,28.7,32.5,26.1,67.6,5.1,Clear,Summer
2023-03-09,Mumbai,0.0,31.0,33.5,28.6,65.2,15.1,Clear,Summer
2023-03-10,Mumbai,0.0,31.3,35.4,29.1,76.0,13.6,Clear,Summer
2023-03-11,Mumbai,0.0,33.3,37.4,30.0,79.0,16.9,Clear,Summer
2023-03-12,Mumbai,0.0,30.7,32.8,26.7,65.7,15.3,Clear,Summer
2023-03-13,Mumbai,0.0,33.7,37.2,31.5,69.3,15.6,Clear,Summer
2023-03-14,Mumbai,0.0,31.6,35.1,27.3,74.2,11.7,Clear,Summer
2023-03-15,Mumbai,0.0,33.0,35.7,29.2,76.0,15.2,Clear,Summer
2023-03-16,Mumbai,0.0,28.0,30.1,24.9,79.5,7.2,Clear,Summer
2023-03-17,Mumbai,0.0,29.7,33.3,25.4,66.8,11.3,Clear,Summer
2023-03-18,Mumbai,0.0,29.2,31.4,24.3,65.0,9.4,Clear,Summer
2023-03-19,Mumbai,0.0,29.2,34.1,26.2,79.9,16.9,Clear,Summer
2023-03-20,Mumbai,0.0,28.4,30.8,25.0,66.1,19.6,Clear,Summer
2023-03-21,Mumbai,0.0,33.3,38.2,29.5,69.2,19.7,Clear,Summer
2023-03-22,Mumbai,1.0,31.0,35.1,27.5,66.7,14.4,Clear,Summer
2023-03-23,Mumbai,0.0,34.7,39.6,31.1,77.1,14.0,Clear,Summer
2023-03-24,Mumbai,0.0,29.8,32.9,27.4,65.3,7.5,Clear,Summer
2023-03-25,Mumbai,0.0,31.2,34.5,29.0,69.1,14.8,Clear,Summer
2023-03-26,Mumbai,0.0,31.5,33.7,27.2,65.3,13.4,Clear,Summer
2023-03-27,Mumbai,0.0,28.3,32.8,25.1,78.3,5.7,Clear,Summer
2023-03-28,Mumbai,0.0,28.7,31.0,24.6,79.4,13.7,Clear,Summer
2023-03-29,Mumbai,0.0,34.5,37.2,30.7,77.1,16.6,Clear,Summer
2023-03-30,Mumbai,0.0,28.6,32.6,26.3,68.3,11.5,Clear,Summer
2023-03-31,Mumbai,0.0,32.6,35.2,29.6,74.2,5.7,Clear,Summer
2023-04-01,Mumbai,1.0,29.4,31.4,25.5,72.3,6.0,Clear,Summer
2023-04-02,Mumbai,0.0,31.4,35.8,27.4,72.2,15.0,Clear,Summer
2023-04-03,Mumbai,0.0,29.0,31.1,24.2,65.3,8.4,Clear,Summer
2023-04-04,Mumbai,0.0,28.9,33.9,26.7,76.9,10.8,Clear,Summer
2023-04-05,Mumbai,0.0,29.5,32.3,27.0,77.0,14.4,Clear,Summer
2023-04-06,Mumbai,1.0,32.7,36.4,28.8,66.9,16.1,Clear,Summer
2023-04-07,Mumbai,0.0,29.4,33.4,25.7,69.2,19.9,Clear,Summer
2023-04-08,Mumbai,0.0,29.5,32.2,27.1,67.1,12.5,Clear,Summer
2023-04-09,Mumbai,0.0,28.4,32.1,23.5,69.1,17.3,Clear,Summer
2023-04-10,Mumbai,0.0,32.3,35.3,27.6,72.9,6.4,Clear,Summer
2023-04-11,Mumbai,0.0,31.8,36.5,27.1,67.0,11.6,Clear,Summer
2023-04-12,Mumbai,0.0,28.8,31.3,24.1,67.8,8.8,Clear,Summer
2023-04-13,Mumbai,0.0,32.0,34.8,27.5,65.4,14.2,Clear,Summer
2023-04-14,Mumbai,0.0,34.6,38.4,31.1,71.8,18.9,Clear,Summer
2023-04-15,Mumbai,0.0,29.9,34.4,27.6,76.7,18.8,Clear,Summer
2023-04-16,Mumbai,0.0,28.3,30.4,24.8,69.8,13.7,Clear,Summer
2023-04-17,Mumbai,0.0,28.6,31.3,24.4,70.3,11.2,Clear,Summer
2023-04-18,Mumbai,0.0,30.4,35.2,28.2,65.4,14.8,Clear,Summer
2023-04-19,Mumbai,0.0,32.6,36.6,27.8,70.5,11.2,Clear,Summer
2023-04-20,Mumbai,0.0,29.8,32.6,26.7,75.2,13.7,Clear,Summer
2023-04-21,Mumbai,0.0,29.1,33.2,26.8,65.1,5.3,Clear,Summer
2023-04-22,Mumbai,0.0,31.9,36.0,28.3,69.6,15.1,Clear,Summer
2023-04-23,Mumbai,0.0,34.3,37.0,32.0,78.2,9.8,Clear,Summer
2023-04-24,Mumbai,0.0,31.4,35.0,27.1,67.8,9.7,Clear,Summer
2023-04-25,Mumbai,0.0,29.5,32.2,25.5,75.5,9.5,Clear,Summer
2023-04-26,Mumbai,0.0,34.4,36.9,31.2,74.5,13.2,Clear,Summer
2023-04-27,Mumbai,0.0,31.2,33.3,27.3,67.2,11.3,Clear,Summer
2023-04-28,Mumbai,0.0,32.1,35.0,28.8,76.8,10.0,Clear,Summer
2023-04-29,Mumbai,0.0,33.2,37.4,29.6,76.9,6.7,Clear,Summer
2023-04-30,Mumbai,1.0,30.2,34.5,26.8,74.6,14.3,Clear,Summer
2023-05-01,Mumbai,0.0,32.3,35.7,29.5,77.1,15.4,Clear,Summer
2023-05-02,Mumbai,0.0,33.2,35.5,29.2,70.7,15.3,Clear,Summer
2023-05-03,Mumbai,0.0,28.2,30.8,25.9,77.6,19.8,Clear,Summer
2023-05-04,Mumbai,0.0,30.6,32.6,28.4,71.5,19.3,Clear,Summer
2023-05-05,Mumbai,0.0,29.1,33.1,26.0,71.5,16.7,Clear,Summer
2023-05-06,Mumbai,0.0,29.6,32.7,26.4,78.9,17.3,Clear,Summer
2023-05-07,Mumbai,0.0,33.9,36.1,29.3,74.5,9.3,Clear,Summer
2023-05-08,Mumbai,0.0,29.8,31.8,25.3,78.5,13.2,Clear,Summer
2023-05-09,Mumbai,0.0,28.1,32.7,26.1,74.3,19.6,Clear,Summer
2023-05-10,Mumbai,0.0,34.4,39.2,31.6,78.0,17.8,Clear,Summer
2023-05-11,Mumbai,0.0,32.2,36.5,27.4,76.8,9.5,Clear,Summer
2023-05-12,Mumbai,0.0,32.8,36.9,30.1,69.7,16.2,Clear,Summer
2023-05-13,Mumbai,0.0,34.0,37.2,31.3,68.2,13.2,Clear,Summer
2023-05-14,Mumbai,0.0,30.4,32.7,28.3,75.4,12.9,Clear,Summer
2023-05-15,Mumbai,0.0,29.1,31.2,26.7,76.6,16.4,Clear,Summer
2023-05-16,Mumbai,0.0,31.3,36.0,28.8,77.8,7.3,Clear,Summer
2023-05-17,Mumbai,0.0,33.6,36.1,29.5,76.4,16.2,Clear,Summer
2023-05-18,Mumbai,0.0,33.2,36.9,28.5,67.6,12.8,Clear,Summer
2023-05-19,Mumbai,0.0,28.2,31.6,23.6,67.6,5.4,Clear,Summer
2023-05-20,Mumbai,0.0,29.3,34.1,25.4,79.0,17.0,Clear,Summer
2023-05-21,Mumbai,0.0,34.2,36.9,29.9,68.4,8.8,Clear,Summer
2023-05-22,Mumbai,0.0,34.7,36.9,30.1,68.1,10.4,Clear,Summer
2023-05-23,Mumbai,5.0,32.4,36.8,29.6,76.2,6.1,Clear,Summer
2023-05-24,Mumbai,1.0,28.7,32.5,26.2,72.4,15.6,Clear,Summer
2023-05-25,Mumbai,0.0,29.5,32.7,26.2,75.4,9.9,Clear,Summer
2023-05-26,Mumbai,0.0,30.6,35.4,27.5,75.6,15.6,Clear,Summer
2023-05-27,Mumbai,0.0,31.0,34.1,27.3,65.5,10.6,Clear,Summer
2023-05-28,Mumbai,0.0,33.2,36.1,30.5,76.5,10.9,Clear,Summer
2023-05-29,Mumbai,0.0,33.7,35.9,29.2,75.2,16.8,Clear,Summer
2023-05-30,Mumbai,0.0,28.2,31.2,26.2,76.7,18.1,Clear,Summer
2023-05-31,Mumbai,0.0,29.8,33.6,27.1,73.7,18.8,Clear,Summer
2023-06-01,Mumbai,144.55,31.4,35.3,26.5,80.4,13.9,Heavy Rain,Monsoon
2023-06-02,Mumbai,24.61,29.8,33.1,26.0,89.3,9.5,Rainy,Monsoon
2023-06-03,Mumbai,54.22,28.2,31.2,25.3,89.3,16.6,Heavy Rain,Monsoon
2023-06-04,Mumbai,124.72,31.2,35.4,28.0,96.5,13.1,Heavy Rain,Monsoon
2023-06-05,Mumbai,58.33,28.2,31.2,24.1,80.5,8.5,Heavy Rain,Monsoon
2023-06-06,Mumbai,116.76,31.4,34.8,28.0,89.8,7.6,Heavy Rain,Monsoon
2023-06-07,Mumbai,55.62,28.0,30.7,25.5,90.3,13.8,Heavy Rain,Monsoon
2023-06-08,Mumbai,56.72,29.6,33.1,26.3,80.1,8.6,Heavy Rain,Monsoon
2023-06-09,Mumbai,19.55,30.3,34.6,25.5,94.1,12.7,Rainy,Monsoon
2023-06-10,Mumbai,127.67,30.3,35.1,25.9,86.0,5.4,Heavy Rain,Monsoon
2023-06-11,Mumbai,38.38,29.6,33.8,25.6,89.5,13.1,Rainy,Monsoon
2023-06-12,Mumbai,86.36,28.1,31.5,24.0,80.7,5.8,Heavy Rain,Monsoon
2023-06-13,Mumbai,54.23,29.0,33.5,24.8,97.2,19.9,Heavy Rain,Monsoon
2023-06-14,Mumbai,69.13,28.1,30.9,24.3,90.2,12.8,Heavy Rain,Monsoon
