weather_condition,route_id,route_name,city,avg_delay,occurrences
Rainy,Shuttle-NorthStationSullivanSquare,North Station - Sullivan Square via East Somerville,Boston,1.4,219
Rainy,Shuttle-NorthStationWellingtonExpress,North Station - Wellington (Express),Boston,1.4,219
Rainy,Shuttle-NorthStationWellingtonLocal,North Station - Wellington (Local),Boston,1.4,219
Rainy,Shuttle-OakGroveReading,Reading - Oak Grove,Boston,1.4,219
Rainy,Shuttle-OakGroveRockportLimited,Rockport - Oak Grove (Limited),Boston,1.4,219
Rainy,Shuttle-PawtucketProvidence,Providence - Pawtucket/Central Falls,Boston,1.4,219
Rainy,Shuttle-RiversideCopley,Riverside - Copley (Shuttle),Boston,1.4,219
Rainy,Shuttle-ShirleyWachusett,Wachusett - Shirley,Boston,1.4,219
Rainy,Shuttle-SouthStationSouthWeymouth,South Weymouth - South Station,Boston,1.4,219
Rainy,Shuttle-StateSullivan,Sullivan Square - State,Boston,1.4,219
Rainy,Shuttle-TFGreenWickfordJunction,Wickford Junction - TF Green Airport,Boston,1.4,219
Rainy,Shuttle-WonderlandAirport,Wonderland - Airport (Shuttle),Boston,1.4,219
Rainy,X4,Cottage Grove Express,Chicago,1.4,223
Rainy,1,Bronzeville/Union Station,Chicago,1.39,223
Rainy,101,Malden Center Station - Sullivan Square Station via Winter Hill,Boston,1.39,219
Rainy,106,Lebanon Loop - Wellington Station,Boston,1.39,219
Rainy,108,Linden Square - Wellington Station,Boston,1.39,219
Rainy,11,City Point - Chauncy Street & Summer Street,Boston,1.39,219
Rainy,112,Vincennes/111th,Chicago,1.39,223
Rainy,116,Wonderland Station - Maverick Station,Boston,1.39,219
Rainy,121,Wood Island Station - Maverick Station,Boston,1.39,219
Rainy,125,Water Tower Express,Chicago,1.39,223
Rainy,135,Clarendon/LaSalle Express,Chicago,1.39,223
Rainy,15,Fields Corner Station - Ruggles Station,Boston,1.39,219
Rainy,15,Jeffery Local,Chicago,1.39,223
Rainy,16,Forest Hills Station - Andrew Station or Harbor Point,Boston,1.39,219
Rainy,165,West 65th,Chicago,1.39,223
Rainy,171,U. of Chicago/Hyde Park,Chicago,1.39,223
Rainy,2,7 Avenue Express,New York,1.39,204
Rainy,201,Central/Ridge,Chicago,1.39,223
Rainy,21,Ashmont Station - Forest Hills Station,Boston,1.39,219
Rainy,21,Cermak,Chicago,1.39,223
Rainy,215,Quincy Center Station - Ashmont Station via West Quincy,Boston,1.39,219
Rainy,22,Ashmont Station - Ruggles Station via Talbot Ave,Boston,1.39,219
Rainy,220,Hingham Depot - Quincy Center Station,Boston,1.39,219
Rainy,245,Quincy Center Station - Mattapan Station,Boston,1.39,219
Rainy,3,King Drive,Chicago,1.39,223
Rainy,35,Dedham Mall or Stimson Street - Forest Hills Station,Boston,1.39,219
Rainy,354,"North Burlington - State Street, Boston",Boston,1.39,219
Rainy,36,Broadway,Chicago,1.39,223
Rainy,37,Baker Street & Vermont Street - Forest Hills Station,Boston,1.39,219
Rainy,38,Wren Street - Forest Hills Station,Boston,1.39,219
Rainy,4,Lexington Avenue Express,New York,1.39,204
Rainy,40,Georgetowne - Forest Hills Station,Boston,1.39,219
Rainy,411,Kennedy Drive or Jack Satter House - Malden Center Station,Boston,1.39,219
Rainy,426,"Central Square, Lynn - Haymarket or Wonderland Station",Boston,1.39,219
Rainy,429,"Northgate Shopping Center - Central Square, Lynn",Boston,1.39,219
Rainy,43,Ruggles Station - Park Street Station,Boston,1.39,219
Rainy,435,"Liberty Tree Mall - Central Square, Lynn via Peabody Square",Boston,1.39,219
Rainy,439,Nahant - Wonderland Station,Boston,1.39,219
Rainy,441442,Marblehead - Wonderland Station,Boston,1.39,219
Rainy,47,"Central Square, Cambridge - Broadway Station",Boston,1.39,219
Rainy,50,Damen,Chicago,1.39,223
Rainy,504,Watertown Yard - Federal Street & Franklin Street,Boston,1.39,219
Rainy,52,Dedham Mall - Watertown Yard,Boston,1.39,219
Rainy,54,Cicero,Chicago,1.39,223
Rainy,54A,North Cicero/Skokie Blvd.,Chicago,1.39,223
Rainy,6,Jackson Park Express,Chicago,1.39,223
Rainy,60,Blue Island/26th,Chicago,1.39,223
Rainy,65,Brighton Center - Kenmore Station,Boston,1.39,219
Rainy,66,Chicago,Chicago,1.39,223
Rainy,6X,Pelham Bay Park Express,New York,1.39,204
Rainy,708,Beth Israel Deaconess Hospital - Andrew Station,Boston,1.39,219
Rainy,73,Waverley Square - Harvard Station,Boston,1.39,219
Rainy,742,Design Center - South Station,Boston,1.39,219
Rainy,746,Silver Line Way - South Station,Boston,1.39,219
Rainy,751,Nubian Station - South Station,Boston,1.39,219
Rainy,77,Arlington Heights - Harvard Station,Boston,1.39,219
Rainy,77,Belmont,Chicago,1.39,223
Rainy,8,Halsted,Chicago,1.39,223
Rainy,80,Arlington Center - Lechmere Station,Boston,1.39,219
Rainy,82,Kimball/Homan,Chicago,1.39,223
Rainy,87,87th,Chicago,1.39,223
Rainy,87,Clarendon Hill or Arlington Center - Lechmere Station,Boston,1.39,219
Rainy,88,Clarendon Hill - Lechmere Station,Boston,1.39,219
Rainy,9,Ashland,Chicago,1.39,223
Rainy,9,City Point - Copley Square,Boston,1.39,219
Rainy,93,California/Dodge,Chicago,1.39,223
Rainy,95,95th,Chicago,1.39,223
Rainy,B,6 Avenue Express,New York,1.39,204
Rainy,Blue,Blue Line,Chicago,1.39,223
Rainy,Boat-F4,Charlestown Ferry,Boston,1.39,219
Rainy,Boat-F6,Winthrop Ferry,Boston,1.39,219
Rainy,Boat-F7,Quincy Ferry,Boston,1.39,219
Rainy,C,8 Avenue Local,New York,1.39,204
Rainy,CR-Franklin,Franklin/Foxboro Line,Boston,1.39,219
Rainy,CR-Greenbush,Greenbush Line,Boston,1.39,219
Rainy,CR-Kingston,Kingston Line,Boston,1.39,219
Rainy,CR-Lowell,Lowell Line,Boston,1.39,219
Rainy,FX,Brooklyn F Express,New York,1.39,204
Rainy,G,Green Line,Chicago,1.39,223
Rainy,J,Nassau St Local,New York,1.39,204
Rainy,M,Queens Blvd Local/6 Av Local,New York,1.39,204
Rainy,Org,Orange Line,Chicago,1.39,223
Rainy,SI,Staten Island Railway,New York,1.39,204
Rainy,Shuttle-AirportWonderland,Airport - Wonderland,Boston,1.39,219
Rainy,Shuttle-AlewifeKendall,Alewife - Kendall/MIT,Boston,1.39,219
Rainy,Shuttle-AshmontBroadway,Ashmont - Broadway,Boston,1.39,219
Rainy,Shuttle-AttleboroProvidenceLocal,Providence - Attleboro (Local),Boston,1.39,219
Rainy,Shuttle-BabcockBackBay,Babcock Street - Back Bay,Boston,1.39,219
Rainy,Shuttle-BabcockBlandford,Babcock Street - Blandford Street,Boston,1.39,219
Rainy,Shuttle-BlandfordBostonCollege,Boston College - Blandford Street,Boston,1.39,219
Rainy,Shuttle-BostonCollegeWashington,Boston College - Washington Street,Boston,1.39,219
Rainy,Shuttle-BostonUniversityEastPark,Boston University East - Park Street,Boston,1.39,219
Rainy,Shuttle-BradfordHaverhill,Haverhill - Bradford,Boston,1.39,219
Rainy,Shuttle-BraintreeJFKUMass,Braintree - JFK/UMass (Shuttle),Boston,1.39,219
Rainy,Shuttle-BroadwayKendall,Kendall/MIT - Broadway via Downtown Crossing,Boston,1.39,219
Rainy,Shuttle-BroadwayKendallOmitDTX,Kendall/MIT - Broadway via Pearl Street,Boston,1.39,219
Rainy,Shuttle-BrooklineHillsReservoir,Reservoir - Brookline Hills,Boston,1.39,219
Rainy,Shuttle-ClevelandCircleKenmore,Cleveland Circle - Kenmore,Boston,1.39,219
Rainy,Shuttle-ClevelandCircleStMarys,Cleveland Circle - Saint Mary's Street,Boston,1.39,219
Rainy,Shuttle-CopleyWoodlandLimited,Woodland - Copley via Riverside (Express),Boston,1.39,219
Rainy,Shuttle-FenwayNewtonHighlands,Newton Highlands - Fenway,Boston,1.39,219
Rainy,Shuttle-ForestHillsJackson,Forest Hills - Jackson Square,Boston,1.39,219
Rainy,Shuttle-ForestHillsRuggles,Forest Hills - Ruggles,Boston,1.39,219
Rainy,Shuttle-ForgeParkNorwoodCentral,Forge Park/495 - Norwood Central,Boston,1.39,219
Rainy,Shuttle-ForgeParkSouthStation,Forge Park/495 - South Station,Boston,1.39,219
Rainy,Shuttle-FraminghamSouthStationExpress,Framingham - South Station (Express),Boston,1.39,219
Rainy,Shuttle-GreenbushNorthScituate,Greenbush - North Scituate,Boston,1.39,219
Rainy,Shuttle-HarvardJFK,Harvard - JFK/UMass via Congress Street,Boston,1.39,219
Rainy,Shuttle-HarvardSouthStation,Harvard - South Station,Boston,1.39,219
Rainy,Shuttle-HeathPark,Heath Street - Park Street,Boston,1.39,219
Rainy,Shuttle-KendallPark,Kendall/MIT - Park Street,Boston,1.39,219
Rainy,Shuttle-LynnNorthStationExpress,Lynn - North Station (Express),Boston,1.39,219
Rainy,Shuttle-ManchesterGloucester,Manchester - Gloucester,Boston,1.39,219
Rainy,Shuttle-NewburyportOakGroveExpress,Newburyport - Oak Grove (Express),Boston,1.39,219
Rainy,Shuttle-NewtonHighlandsKenmore,Newton Highlands - Kenmore,Boston,1.39,219
Rainy,Shuttle-NorthStationOakGroveLocal,North Station - Oak Grove (Local),Boston,1.39,219
Rainy,Shuttle-NorthStationSwampscottLimited,Swampscott - North Station (Limited),Boston,1.39,219
Rainy,Shuttle-OakGroveRockportExpress,Rockport - Oak Grove (Express),Boston,1.39,219
Rainy,Shuttle-ReadvilleSouthStation,Readville - South Station,Boston,1.39,219
Rainy,Shuttle-RiversideKenmore,Riverside - Kenmore (Shuttle),Boston,1.39,219
Rainy,Shuttle-RockportSalemExpress,Rockport - Salem (Express),Boston,1.39,219
Rainy,W,Broadway Local,New York,1.39,204
Rainy,Y,Yellow Line,Chicago,1.39,223
Rainy,112,Wellington Station - Wood Island Station,Boston,1.38,219
Rainy,12,Roosevelt,Chicago,1.38,223
Rainy,143,Stockton/Michigan Express,Chicago,1.38,223
Rainy,152,Addison,Chicago,1.38,223
Rainy,222,East Weymouth - Quincy Center Station,Boston,1.38,219
Rainy,24,Wakefield Avenue & Truman Parkway - Ashmont Station,Boston,1.38,219
Rainy,29,State,Chicago,1.38,223
Rainy,30,Mattapan Station - Forest Hills Station via Cummins Highway and Roslindale Square,Boston,1.38,219
Rainy,32,Wolcott or Cleary Square - Forest Hills Station,Boston,1.38,219
Rainy,34E,Walpole Center - Forest Hills Station,Boston,1.38,219
Rainy,4,Cottage Grove,Chicago,1.38,223
Rainy,430,Saugus Center - Malden Center Station,Boston,1.38,219
Rainy,45,Franklin Park - Ruggles Station,Boston,1.38,219
Rainy,47,47th,Chicago,1.38,223
Rainy,51,51st,Chicago,1.38,223
Rainy,52,Kedzie,Chicago,1.38,223
Rainy,53A,South Pulaski,Chicago,1.38,223
Rainy,554,Waverley Square - Newton Corner,Boston,1.38,219
Rainy,6,Lexington Avenue Local,New York,1.38,204
Rainy,7,Flushing Local,New York,1.38,204
Rainy,74,Fullerton,Chicago,1.38,223
Rainy,747,Sullivan Square Station - Ruggles Station,Boston,1.38,219
Rainy,75,Belmont Center - Harvard via Huron Avenue,Boston,1.38,219
Rainy,7X,Flushing Express,New York,1.38,204
Rainy,91,"Sullivan Square Station - Central Square, Cambridge",Boston,1.38,219
Rainy,97,Malden Center Station - Wellington Station,Boston,1.38,219
Rainy,CR-Foxboro,Foxboro Event Service,Boston,1.38,219
Rainy,CR-NewBedford,Fall River/New Bedford Line,Boston,1.38,219
Rainy,D,6 Avenue Express,New York,1.38,204
Rainy,E,8 Avenue Local,New York,1.38,204
Rainy,Green-C,Green Line C,Boston,1.38,219
Rainy,Green-D,Green Line D,Boston,1.38,219
Rainy,Shuttle-AirportGovernmentCenterLocal,Airport - Government Center (Local),Boston,1.38,219
Rainy,Shuttle-AirportGovernmentCenterLocalViaGate,Airport - Government Center via Maverick,Boston,1.38,219
Rainy,Shuttle-AlewifeHarvardViaBrattle,Alewife - Harvard via Brattle Street,Boston,1.38,219
Rainy,Shuttle-AlewifeKendallExpress,Alewife - Kendall/MIT via Porter (Express),Boston,1.38,219
Rainy,Shuttle-BabcockCopley,Babcock Street - Copley,Boston,1.38,219
Rainy,Shuttle-BackBayStMarys,Saint Mary's Street - Back Bay,Boston,1.38,219
Rainy,Shuttle-BeverlyNewburyportLocal,Newburyport - Beverly (Local),Boston,1.38,219
Rainy,Shuttle-BrooklineHillsKenmore,Brookline Hills - Kenmore,Boston,1.38,219
Rainy,Shuttle-FenwayKenmore,Fenway - Kenmore,Boston,1.38,219
Rainy,Shuttle-ForgeParkReadville,Forge Park/495 - Readville,Boston,1.38,219
Rainy,Shuttle-HaverhillMaldenCenter,Haverhill - Malden Center,Boston,1.38,219
Rainy,Shuttle-KenmoreWashington,Washington Street - Kenmore,Boston,1.38,219
Rainy,Shuttle-ManchesterRockport,Manchester - Rockport,Boston,1.38,219
Rainy,Shuttle-NewtonHighlandsReservoir,Newton Highlands - Reservoir,Boston,1.38,219
Rainy,Shuttle-NewtonHighlandsStMarysKenmore,Newton Highlands - Kenmore via Saint Mary's Street,Boston,1.38,219
Rainy,Shuttle-NorthLeominsterWachusett,Wachusett - North Leominster,Boston,1.38,219
Rainy,Shuttle-NorthStationOakGroveExpress,North Station - Oak Grove (Express),Boston,1.38,219
Rainy,Z,Nassau St Express,New York,1.38,204
Rainy,148,Clarendon/Michigan Express,Chicago,1.37,223
Rainy,2,Hyde Park Express,Chicago,1.37,223
Rainy,238,Holbrook/Randolph Station - Quincy Center Station,Boston,1.37,219
Rainy,5,Lexington Avenue Express,New York,1.37,204
Rainy,Q,Broadway Express,New York,1.37,204
Rainy,Shuttle-BraintreeSouthWeymouth,South Weymouth - Braintree,Boston,1.37,219
Rainy,Shuttle-ForestHillsNewtonHighlands,Newton Highlands - Forest Hills,Boston,1.37,219
Rainy,Shuttle-KenmoreStMarysNotFenway,Saint Mary's Street - Kenmore,Boston,1.37,219
Rainy,Shuttle-OrientHeightsGovernmentCenterLocal,Orient Heights - Government Center (Local),Boston,1.37,219
Rainy,Shuttle-ReservoirRiverside,Riverside - Reservoir,Boston,1.37,219
Rainy,L,14 St-Canarsie Local,New York,1.36,204
Snowy,77,Belmont,Chicago,2.23,117
Snowy,115,Pullman/115th,Chicago,2.2,117
Snowy,146,Inner Lake Shore/Michigan Express,Chicago,2.2,117
Snowy,30,South Chicago,Chicago,2.2,117
Snowy,80,Irving Park,Chicago,2.2,117
Snowy,84,Peterson,Chicago,2.2,117
Snowy,92,Foster,Chicago,2.2,117
Snowy,111,111th/King Drive,Chicago,2.19,117
Snowy,111A,Pullman Shuttle,Chicago,2.19,117
Snowy,12,Roosevelt,Chicago,2.19,117
Snowy,157,Streeterville/Taylor,Chicago,2.19,117
Snowy,53,Pulaski,Chicago,2.19,117
Snowy,54B,South Cicero,Chicago,2.19,117
Snowy,71,71st/South Shore,Chicago,2.19,117
Snowy,81W,West Lawrence,Chicago,2.19,117
Snowy,90,Harlem,Chicago,2.19,117
Snowy,91,Austin,Chicago,2.19,117
Snowy,P,Purple Line,Chicago,2.19,117
Snowy,1,Bronzeville/Union Station,Chicago,2.18,117
Snowy,125,Water Tower Express,Chicago,2.18,117
Snowy,134,Stockton/LaSalle Express,Chicago,2.18,117
Snowy,136,Sheridan/LaSalle Express,Chicago,2.18,117
Snowy,152,Addison,Chicago,2.18,117
Snowy,155,Devon,Chicago,2.18,117
Snowy,18,16th/18th,Chicago,2.18,117
Snowy,201,Central/Ridge,Chicago,2.18,117
Snowy,206,Evanston Circulator,Chicago,2.18,117
Snowy,21,Cermak,Chicago,2.18,117
Snowy,22,Clark,Chicago,2.18,117
Snowy,29,State,Chicago,2.18,117
Snowy,44,Wallace/Racine,Chicago,2.18,117
Snowy,54,Cicero,Chicago,2.18,117
Snowy,55N,55th/Narragansett,Chicago,2.18,117
Snowy,63W,West 63rd,Chicago,2.18,117
Snowy,7,Harrison,Chicago,2.18,117
Snowy,70,Division,Chicago,2.18,117
Snowy,8,Halsted,Chicago,2.18,117
Snowy,82,Kimball/Homan,Chicago,2.18,117
Snowy,86,Narragansett/Ridgeland,Chicago,2.18,117
Snowy,8A,South Halsted,Chicago,2.18,117
Snowy,94,California,Chicago,2.18,117
Snowy,95,95th,Chicago,2.18,117
Snowy,Blue,Blue Line,Chicago,2.18,117
Snowy,Brn,Brown Line,Chicago,2.18,117
Snowy,N5,South Shore Night Bus,Chicago,2.18,117
Snowy,Y,Yellow Line,Chicago,2.18,117
Snowy,110,Wonderland Station - Wellington Station,Boston,2.17,112
Snowy,119,Michigan/119th,Chicago,2.17,117
Snowy,143,Stockton/Michigan Express,Chicago,2.17,117
Snowy,165,West 65th,Chicago,2.17,117
Snowy,2,Hyde Park Express,Chicago,2.17,117
Snowy,225,Weymouth Landing - Quincy Center Station,Boston,2.17,112
Snowy,31,31st,Chicago,2.17,117
Snowy,37,Sedgwick,Chicago,2.17,117
Snowy,43,43rd,Chicago,2.17,117
Snowy,436,"Liberty Tree Mall - Central Square, Lynn via Goodwin Circle",Boston,2.17,112
Snowy,48,South Damen,Chicago,2.17,117
Snowy,49B,North Western,Chicago,2.17,117
Snowy,55,Garfield,Chicago,2.17,117
Snowy,55,West Fenway - Arlington Station,Boston,2.17,112
Snowy,56,Milwaukee,Chicago,2.17,117
Snowy,59,59th/61st,Chicago,2.17,117
Snowy,6,Lexington Avenue Local,New York,2.17,121
Snowy,60,Blue Island/26th,Chicago,2.17,117
Snowy,67,67th/69th/71st,Chicago,2.17,117
Snowy,6X,Pelham Bay Park Express,New York,2.17,121
Snowy,73,Armitage,Chicago,2.17,117
Snowy,74,Fullerton,Chicago,2.17,117
Snowy,76,Diversey,Chicago,2.17,117
Snowy,85,Central,Chicago,2.17,117
Snowy,87,87th,Chicago,2.17,117
Snowy,9,Ashland,Chicago,2.17,117
Snowy,93,California/Dodge,Chicago,2.17,117
Snowy,97,Skokie,Chicago,2.17,117
Snowy,Boat-F1,Hingham/Hull Ferry,Boston,2.17,112
Snowy,Org,Orange Line,Chicago,2.17,117
Snowy,Pink,Pink Line,Chicago,2.17,117
Snowy,Shuttle-AndersonWoburnLowell,Lowell - Anderson/Woburn,Boston,2.17,112
Snowy,Shuttle-AshmontJFK,Ashmont - JFK/UMass,Boston,2.17,112
Snowy,Shuttle-ChelseaLynn,Lynn - Chelsea,Boston,2.17,112
Snowy,Shuttle-ForestHillsJackson,Forest Hills - Jackson Square,Boston,2.17,112
Snowy,Shuttle-NorthStationSullivanSquare,North Station - Sullivan Square via East Somerville,Boston,2.17,112
Snowy,Shuttle-OrientHeightsWonderland,Wonderland - Orient Heights,Boston,2.17,112
Snowy,X4,Cottage Grove Express,Chicago,2.17,117
Snowy,106,East 103rd,Chicago,2.16,117
Snowy,121,Union/Streeterville Express,Chicago,2.16,117
Snowy,126,Jackson,Chicago,2.16,117
Snowy,135,Clarendon/LaSalle Express,Chicago,2.16,117
Snowy,147,Outer DuSable Lake Shore Express,Chicago,2.16,117
Snowy,151,Sheridan,Chicago,2.16,117
Snowy,156,LaSalle,Chicago,2.16,117
Snowy,172,U. of Chicago/Kenwood,Chicago,2.16,117
Snowy,18,Ashmont Station - Andrew Station,Boston,2.16,112
Snowy,216,Houghs Neck - Quincy Center Station via Germantown,Boston,2.16,112
Snowy,226,Columbian Square - Braintree Station,Boston,2.16,112
Snowy,26,South Shore Express,Chicago,2.16,117
Snowy,3,King Drive,Chicago,2.16,117
Snowy,39,Pershing,Chicago,2.16,117
Snowy,4,Cottage Grove,Chicago,2.16,117
Snowy,441442,Marblehead - Wonderland Station,Boston,2.16,112
Snowy,47,47th,Chicago,2.16,117
Snowy,5,Lexington Avenue Express,New York,2.16,121
Snowy,52,Kedzie,Chicago,2.16,117
Snowy,53A,South Pulaski,Chicago,2.16,117
Snowy,554,Waverley Square - Newton Corner,Boston,2.16,112
Snowy,55A,55th/Austin,Chicago,2.16,117
Snowy,57,Laramie,Chicago,2.16,117
Snowy,62,Archer,Chicago,2.16,117
Snowy,63,63rd,Chicago,2.16,117
Snowy,69,Harvard Square - Lechmere Station,Boston,2.16,112
Snowy,85A,North Central,Chicago,2.16,117
Snowy,88,Higgins,Chicago,2.16,117
Snowy,96,Lunt,Chicago,2.16,117
Snowy,E,8 Avenue Local,New York,2.16,121
Snowy,FS,Franklin Avenue Shuttle,New York,2.16,121
Snowy,G,Brooklyn-Queens Crosstown,New York,2.16,121
Snowy,J14,Jeffery Jump,Chicago,2.16,117
Snowy,N,Broadway Local,New York,2.16,121
Snowy,R,Broadway Local,New York,2.16,121
Snowy,Shuttle-HaymarketAirportLocal,Haymarket - Airport (Local),Boston,2.16,112
Snowy,Shuttle-JFKParkStreetViaPostOffice,JFK/UMass - Park Street via Post Office,Boston,2.16,112
Snowy,Shuttle-LechmereNorthStation,Lechmere - North Station,Boston,2.16,112
Snowy,Shuttle-NorthLeominsterWachusett,Wachusett - North Leominster,Boston,2.16,112
Snowy,Shuttle-OrientHeightsGovernmentCenterLocal,Orient Heights - Government Center (Local),Boston,2.16,112
Snowy,Shuttle-ReservoirRiverside,Riverside - Reservoir,Boston,2.16,112
Snowy,X9,Ashland Express,Chicago,2.16,117
Snowy,100,Jeffery Manor Express,Chicago,2.15,117
Snowy,101,Malden Center Station - Sullivan Square Station via Winter Hill,Boston,2.15,112
Snowy,108,Halsted/95th,Chicago,2.15,117
Snowy,109,Linden Square - Harvard Square via Sullivan,Boston,2.15,112
Snowy,120,Ogilvie/Streeterville Express,Chicago,2.15,117
Snowy,124,Navy Pier,Chicago,2.15,117
Snowy,137,Reading Depot - Malden Center Station,Boston,2.15,112
Snowy,14,Roslindale Square - Heath Street,Boston,2.15,112
Snowy,148,Clarendon/Michigan Express,Chicago,2.15,117
Snowy,16,Forest Hills Station - Andrew Station or Harbor Point,Boston,2.15,112
Snowy,169,69th/UPS Express,Chicago,2.15,117
Snowy,192,University of Chicago Hospitals Express,Chicago,2.15,117
Snowy,20,Madison,Chicago,2.15,117
Snowy,210,Quincy Center Station - Fields Corner Station,Boston,2.15,112
Snowy,222,East Weymouth - Quincy Center Station,Boston,2.15,112
Snowy,24,Wentworth,Chicago,2.15,117
Snowy,26,Ashmont Station - Norfolk Street Loop,Boston,2.15,112
Snowy,34,South Michigan,Chicago,2.15,117
Snowy,354,"North Burlington - State Street, Boston",Boston,2.15,112
Snowy,36,Broadway,Chicago,2.15,117
Snowy,41,Centre Street & Eliot Street - JFK/UMass Station,Boston,2.15,112
Snowy,426,"Central Square, Lynn - Haymarket or Wonderland Station",Boston,2.15,112
Snowy,456,"Salem Depot - Central Square, Lynn",Boston,2.15,112
Snowy,47,"Central Square, Cambridge - Broadway Station",Boston,2.15,112
Snowy,49,Western,Chicago,2.15,117
Snowy,50,Damen,Chicago,2.15,117
Snowy,54A,North Cicero/Skokie Blvd.,Chicago,2.15,117
Snowy,57,Watertown Yard - Kenmore Station,Boston,2.15,112
Snowy,62H,Archer/Harlem,Chicago,2.15,117
Snowy,65,Grand,Chicago,2.15,117
Snowy,66,Chicago,Chicago,2.15,117
Snowy,68,Harvard Square - Kendall/MIT Station,Boston,2.15,112
Snowy,68,Northwest Highway,Chicago,2.15,117
Snowy,708,Beth Israel Deaconess Hospital - Andrew Station,Boston,2.15,112
Snowy,712,Point Shirley - Orient Heights Station via Revere Street,Boston,2.15,112
Snowy,73,Waverley Square - Harvard Station,Boston,2.15,112
Snowy,78,Montrose,Chicago,2.15,117
Snowy,79,79th,Chicago,2.15,117
Snowy,81,Lawrence,Chicago,2.15,117
Snowy,85,Spring Hill - Kendall/MIT Station,Boston,2.15,112
Snowy,86,Harvard Square - Reservoir Station,Boston,2.15,112
Snowy,91,"Sullivan Square Station - Central Square, Cambridge",Boston,2.15,112
Snowy,96,Medford Square - Harvard Station,Boston,2.15,112
Snowy,Boat-EastBoston,East Boston Ferry,Boston,2.15,112
Snowy,Boat-F4,Charlestown Ferry,Boston,2.15,112
Snowy,CapeFlyer,CapeFLYER,Boston,2.15,112
Snowy,D,6 Avenue Express,New York,2.15,121
Snowy,G,Green Line,Chicago,2.15,117
Snowy,GS,42 St Shuttle,New York,2.15,121
Snowy,Green-B,Green Line B,Boston,2.15,112
Snowy,Shuttle-AirportGovernmentCenterLocal,Airport - Government Center (Local),Boston,2.15,112
Snowy,Shuttle-AshmontBraintree,Ashmont - Braintree,Boston,2.15,112
Snowy,Shuttle-AttleboroProvidenceExpress,Providence - Attleboro (Express),Boston,2.15,112
Snowy,Shuttle-BackBayStMarys,Saint Mary's Street - Back Bay,Boston,2.15,112
Snowy,Shuttle-BallardvaleMaldenCenter,Ballardvale - Malden Center,Boston,2.15,112
Snowy,Shuttle-BeverlyNewburyportExpress,Newburyport - Beverly (Express),Boston,2.15,112
Snowy,Shuttle-BraintreeSouthWeymouth,South Weymouth - Braintree,Boston,2.15,112
Snowy,Shuttle-BroadwayJFK,JFK/UMass - Broadway,Boston,2.15,112
Snowy,Shuttle-BrooklineHillsKenmore,Brookline Hills - Kenmore,Boston,2.15,112
Snowy,Shuttle-CopleyRuggles,Ruggles - Copley,Boston,2.15,112
Snowy,Shuttle-FenwayRiverside,Riverside - Fenway,Boston,2.15,112
Snowy,Shuttle-FraminghamWorcester,Worcester - Framingham,Boston,2.15,112
Snowy,Shuttle-GovernmentCenterWonderland,Wonderland - Government Center,Boston,2.15,112
Snowy,Shuttle-HarvardPark,Harvard - Park Street,Boston,2.15,112
Snowy,Shuttle-HarvardSouthStation,Harvard - South Station,Boston,2.15,112
Snowy,Shuttle-ManchesterRockport,Manchester - Rockport,Boston,2.15,112
Snowy,Shuttle-NewburyportOakGroveExpress,Newburyport - Oak Grove (Express),Boston,2.15,112
Snowy,Shuttle-NewtonHighlandsStMarysKenmore,Newton Highlands - Kenmore via Saint Mary's Street,Boston,2.15,112
Snowy,Shuttle-NorthStationWellingtonExpress,North Station - Wellington (Express),Boston,2.15,112
Snowy,Shuttle-OrientHeightsGovernmentCenterExpress,Orient Heights - Government Center (Express),Boston,2.15,112
Snowy,Shuttle-ReadvilleSouthStation,Readville - South Station,Boston,2.15,112
Snowy,Shuttle-SuffolkDownsWonderland,Wonderland - Suffolk Downs,Boston,2.15,112
Snowy,100,Elm Street - Wellington Station,Boston,2.14,112
Snowy,103,West 103rd,Chicago,2.14,117
Snowy,108,Linden Square - Wellington Station,Boston,2.14,112
Snowy,11,Lincoln,Chicago,2.14,117
Snowy,119,Northgate Shopping Center - Beachmont Station,Boston,2.14,112
Snowy,131,Melrose Highlands - Malden Center Station,Boston,2.14,112
Snowy,15,Fields Corner Station - Ruggles Station,Boston,2.14,112
Snowy,171,Logan Airport Terminals - Nubian Station,Boston,2.14,112
Snowy,171,U. of Chicago/Hyde Park,Chicago,2.14,117
Snowy,215,Quincy Center Station - Ashmont Station via West Quincy,Boston,2.14,112
Snowy,23,Ashmont Station - Ruggles Station via Washington Street,Boston,2.14,112
Snowy,230,Montello Station - Quincy Center Station,Boston,2.14,112
Snowy,238,Holbrook/Randolph Station - Quincy Center Station,Boston,2.14,112
Snowy,28,Stony Island,Chicago,2.14,117
Snowy,32,Wolcott or Cleary Square - Forest Hills Station,Boston,2.14,112
Snowy,4050,Georgetowne - Forest Hills Station,Boston,2.14,112
Snowy,42,Forest Hills Station - Nubian Station,Boston,2.14,112
Snowy,43,Ruggles Station - Park Street Station,Boston,2.14,112
Snowy,430,Saugus Center - Malden Center Station,Boston,2.14,112
Snowy,451,North Beverly Station - Salem Depot,Boston,2.14,112
Snowy,501,Brighton Center - Federal Street & Franklin Street,Boston,2.14,112
Snowy,51,51st,Chicago,2.14,117
Snowy,52A,South Kedzie,Chicago,2.14,117
Snowy,556,Waltham Highlands - Newton Corner,Boston,2.14,112
Snowy,558,Riverside Station - Newton Corner,Boston,2.14,112
